;Longitude;Latitude;Esri_label;Corine_label;hfi
182;25.6383399428824;57.9272443461762;Trees;Coniferous forest;3
183;27.0305823014016;57.8749687661037;Trees;Mixed forest;13
184;25.5683094437473;57.9912348283869;Rangeland;Coniferous forest;5
185;25.172939574226;59.0144736309955;Trees;Mixed forest;2
186;27.2873385674293;59.1386390713931;Trees;Broad-leaved forest;2
187;26.0373520688575;59.5682655957888;Trees;Mixed forest;2
188;25.6969883075744;59.387361942325;Trees;Coniferous forest;3
189;27.399814334879;59.1521688694813;Rangeland;Coniferous forest;2
190;27.1318982801236;58.9702337692736;Trees;Coniferous forest;128
191;25.1777950179488;59.4934792466129;Trees;Mixed forest;128
192;26.2648205732444;57.6781524904718;Rangeland;Mixed forest;21
193;26.4294023971052;59.5131736665626;Trees;Broad-leaved forest;3
194;25.0926624562551;58.1903859295734;Crops;Mixed forest;3
195;27.3279964273704;58.2250731716505;Trees;Broad-leaved forest;3
196;26.1214161124707;57.8522093465;Trees;Coniferous forest;7
197;25.2799955373475;58.9627944990748;Trees;Mixed forest;2
198;27.4847921318783;59.1630600399349;Trees;Mixed forest;1
199;26.7999890828777;59.4105074305711;Trees;Broad-leaved forest;3
200;23.5895174815725;58.8742132655661;Trees;Broad-leaved forest;6
201;26.1617904410619;58.8099099087677;Rangeland;Mixed forest;3
202;26.3207028938956;58.0891418487419;Trees;Mixed forest;3
203;23.8121687555361;58.3975373373337;Trees;Coniferous forest;6
204;25.8144156093247;59.3010688486528;Trees;Mixed forest;3
205;26.0476273449324;58.6048808615093;Trees;Mixed forest;10
206;24.0076758118936;59.2468937567543;Trees;Broad-leaved forest;6
207;25.7488214613599;57.9118656528755;Trees;Coniferous forest;7
208;25.165556062458;58.3240940719976;Rangeland;Coniferous forest;6
209;24.7690495857585;58.2060466166342;Trees;Coniferous forest;13
210;27.3633776356631;57.7052909328448;Trees;Coniferous forest;5
211;21.9620091975457;58.3001949815242;Trees;Coniferous forest;3
212;23.9250338235236;58.923555163623;Trees;Mixed forest;10
213;23.7089134256463;58.5042681691886;Trees;Broad-leaved forest;6
214;26.2048174719654;59.250841221636;Trees;Mixed forest;18
215;23.6604513401144;58.5186221561544;Trees;Mixed forest;128
216;27.9090166984129;59.33883110802;Trees;Broad-leaved forest;10
217;22.5713458478544;58.8663460966363;Trees;Coniferous forest;4
218;25.6582060066624;58.7887382674773;Trees;Broad-leaved forest;2
219;25.439542561026;57.5722986218334;Trees;Coniferous forest;25
220;25.4854926788835;59.0116828429837;Trees;Coniferous forest;3
221;25.3280232184585;58.4057604501152;Trees;Coniferous forest;3
222;25.4327471648193;58.9975303063289;Trees;Coniferous forest;2
223;22.2257508169515;58.249245787533;Trees;Mixed forest;7
224;26.1323613867443;58.8184470496217;Trees;Coniferous forest;3
225;26.4540465998565;58.1041830099169;Trees;Coniferous forest;3
226;25.7008009385207;57.9197709032674;Trees;Mixed forest;3
227;22.2388727265759;58.3763912825778;Trees;Mixed forest;3
228;26.9044111581811;58.5391886154478;Trees;Coniferous forest;2
229;24.7298515348699;59.038346307759;Trees;Mixed forest;6
230;22.4921311815835;58.889568205951;Trees;Broad-leaved forest;6
231;26.4420332907743;59.4852310890301;Trees;Broad-leaved forest;7
232;27.3298981161206;58.2099838091489;Trees;Broad-leaved forest;5
233;26.2507148552321;58.6913516446853;Trees;Mixed forest;3
234;22.376115046597;58.9326546302318;Water;Broad-leaved forest;128
235;22.2667122725384;58.3658688523597;Trees;Coniferous forest;3
236;25.1437657145008;58.7545025085227;Trees;Mixed forest;2
237;26.6715190084152;59.4917029515438;Trees;Broad-leaved forest;10
238;23.8446413616967;59.1310966487817;Trees;Mixed forest;4
239;26.4170813863923;58.5507734836881;Trees;Mixed forest;3
240;23.84152841843;58.4175451400118;Trees;Mixed forest;2
241;22.2429582906502;57.599963416629;Trees;Coniferous forest;3
242;25.2435355798464;58.2753951000103;Trees;Coniferous forest;6
243;27.0729431169234;59.2139783825434;Trees;Coniferous forest;3
244;26.3176983115408;59.1237307365582;Trees;Coniferous forest;18
245;25.371213173435;57.6288963852506;Trees;Coniferous forest;4
246;26.692899874006;58.9198740902654;Trees;Mixed forest;2
247;25.4882704279575;59.3040534052652;Rangeland;Coniferous forest;2
248;24.1304987975961;59.2633463602322;Trees;Broad-leaved forest;2
249;22.6975636627853;58.9474771372086;Trees;Coniferous forest;2
250;26.0842614662412;58.601839580902;Trees;Mixed forest;3
251;25.7027223109859;59.4353715379895;Trees;Coniferous forest;3
252;27.0538095556045;57.6395971817632;Trees;Mixed forest;3
253;25.3159166460838;58.9276942871398;Trees;Coniferous forest;2
254;22.355507167225;58.409048520501;Trees;Broad-leaved forest;7
255;25.8411057400022;59.1708959758683;Trees;Coniferous forest;12
256;27.2608155062752;57.9769811726223;Trees;Coniferous forest;7
257;27.9162291586856;59.3489476114434;Trees;Broad-leaved forest;7
258;25.0358483538033;57.5373316588346;Trees;Mixed forest;4
259;26.6928861366306;58.8774203981377;Trees;Coniferous forest;2
260;23.910242271052;59.3259662952841;Trees;Broad-leaved forest;8
261;27.8700401218522;59.2039509062876;Trees;Coniferous forest;5
262;24.3922712263485;59.1759707296773;Trees;Broad-leaved forest;11
263;22.6145017585472;58.4462979200891;Trees;Coniferous forest;2
264;25.1346241718769;57.6450865396341;Trees;Mixed forest;3
265;25.1562902775351;58.0527994912885;Trees;Coniferous forest;9
266;24.8997965452493;58.1887200070468;Trees;Mixed forest;2
267;23.9662312699759;59.0672127381012;Trees;Coniferous forest;3
268;27.203149839883;57.5672959054674;Trees;Mixed forest;2
269;25.5781176667712;58.5087555680609;Trees;Mixed forest;3
270;24.8039172715478;59.2126814987822;Trees;Mixed forest;6
271;24.9025456884184;58.302620732322;Trees;Mixed forest;1
272;24.93299669969;58.5422281889696;Trees;Mixed forest;3
273;24.6440153751147;58.358062825158;Trees;Coniferous forest;16
274;28.1435709066723;59.4268534967775;Trees;Mixed forest;23
275;26.2052085080883;59.1113637102473;Trees;Mixed forest;21
276;25.0747038080217;58.8437373896991;Trees;Broad-leaved forest;11
277;23.741150894753;58.3942527738524;Trees;Mixed forest;4
278;27.971132575136;59.3303196437413;Trees;Broad-leaved forest;10
279;25.5520779709851;58.6219155439314;Trees;Mixed forest;27
280;26.588690838762;57.909408891779;Trees;Mixed forest;3
281;22.09570294986;58.301248818045;Trees;Mixed forest;3
282;26.1495181309043;58.2013173734588;Trees;Coniferous forest;3
283;24.5335425963987;59.5480778335373;Trees;Coniferous forest;128
284;24.104876234835;58.2562845387962;Trees;Broad-leaved forest;11
285;25.838223377693;58.2096435234383;Trees;Broad-leaved forest;13
286;22.4184499550088;58.3400523350548;Trees;Mixed forest;4
287;25.1471170129533;58.1643402779822;Trees;Mixed forest;3
288;25.9530530774942;59.5410728273282;Trees;Coniferous forest;2
289;27.2881152123634;58.1841136993627;Trees;Coniferous forest;4
290;24.7108042391597;57.7857221957163;Trees;Broad-leaved forest;11
291;23.6120154501877;58.904187988423;Trees;Coniferous forest;5
292;26.1795917562593;57.8382789787641;Trees;Coniferous forest;9
293;22.5852294431893;59.0226452878629;Trees;Coniferous forest;10
294;26.6186447373883;59.234960287233;Trees;Coniferous forest;3
295;27.3483102369155;57.4927475784303;Trees;Mixed forest;3
296;25.8547943817226;59.3239958091126;Trees;Mixed forest;3
297;27.45835216385;59.3248157862736;Trees;Mixed forest;39
298;25.6939640941837;57.7537013509613;Trees;Broad-leaved forest;6
299;26.8759459555042;58.2358295570196;Trees;Mixed forest;3
300;22.9208758976964;58.5859882756557;Trees;Coniferous forest;11
301;25.8702059249471;58.9665907596043;Trees;Mixed forest;10
302;26.8412489071204;59.0813049090168;Trees;Mixed forest;2
303;26.825652785812;58.589393315117;Trees;Coniferous forest;7
304;27.5527283072815;59.3364776810958;Trees;Coniferous forest;10
305;24.0623036012382;58.3788234957305;Rangeland;Coniferous forest;3
306;21.8744849941678;57.5453801103969;Trees;Mixed forest;5
307;27.1013442765845;57.7321247032372;Trees;Coniferous forest;7
308;26.4333265498711;58.9783140311074;Trees;Mixed forest;6
309;26.4705418458658;59.5065353900321;Trees;Coniferous forest;26
310;24.7351851955382;58.6870841805669;Trees;Mixed forest;6
311;26.4721030472152;58.6319494127764;Crops;Mixed forest;3
312;24.8090097778303;58.2805856614165;Trees;Coniferous forest;1
313;26.7793616797205;58.2281472231828;Trees;Coniferous forest;18
314;22.6589845916623;59.0508401346932;Trees;Coniferous forest;7
315;26.2292570404273;59.0551479084966;Trees;Coniferous forest;15
316;24.1782913631192;58.8744087930248;Trees;Coniferous forest;3
317;26.5585108972445;57.5442731740003;Trees;Mixed forest;2
318;26.0756589383911;59.2715884123691;Trees;Broad-leaved forest;5
319;24.1329282360306;59.152648684138;Rangeland;Coniferous forest;3
320;24.4731394707107;59.2331929645513;Trees;Mixed forest;17
321;22.5046331331945;58.9231454320934;Trees;Broad-leaved forest;3
322;26.7498573286262;58.9160097304742;Trees;Mixed forest;2
323;26.4623132552965;57.8333826736961;Trees;Coniferous forest;8
324;25.0060032443792;59.3096085459407;Trees;Mixed forest;5
325;25.554131008473;59.5709876798763;Trees;Mixed forest;7
326;22.2514143841452;58.4561213055125;Trees;Broad-leaved forest;6
327;23.1816830656674;58.4778145660169;Trees;Coniferous forest;7
328;25.1520396602206;58.7303642986582;Trees;Broad-leaved forest;2
329;24.7205896607105;58.8580989146685;Trees;Coniferous forest;3
330;26.4609509515214;58.2417010785395;Trees;Coniferous forest;19
331;23.8968199319226;58.8716085306224;Trees;Broad-leaved forest;17
332;25.8772251061548;57.7446617579958;Trees;Mixed forest;2
333;25.0331827954149;58.8864108837064;Trees;Coniferous forest;3
334;26.2892876089329;57.6329071449343;Trees;Coniferous forest;3
335;25.0354277022155;57.6337711486542;Trees;Coniferous forest;3
336;27.3539175345693;57.4966776932373;Trees;Broad-leaved forest;3
337;27.3754745233973;58.3768454935463;Trees;Coniferous forest;10
338;25.057911917077;58.335188619531;Trees;Coniferous forest;2
339;27.4103487934523;59.2782911249474;Trees;Mixed forest;12
340;27.2357978683682;57.7858391887803;Trees;Broad-leaved forest;3
341;23.8081822848214;58.8593695603988;Trees;Broad-leaved forest;2
342;25.5591401949127;57.7686510446834;Trees;Coniferous forest;10
343;26.1556131243817;57.8389439036145;Trees;Coniferous forest;17
344;23.8153112033636;58.9755157541969;Trees;Broad-leaved forest;6
345;24.7644650782601;58.6310661187283;Rangeland;Coniferous forest;2
346;27.2222868803976;59.0727743438059;Trees;Mixed forest;2
347;24.9867745734463;59.0166209704819;Trees;Mixed forest;3
348;24.7806590925146;58.9261926003765;Trees;Coniferous forest;7
349;24.6240463809824;58.7190950946895;Trees;Coniferous forest;2
350;27.3405980600184;58.0421090525674;Trees;Coniferous forest;3
351;27.570369674949;57.9867520296509;Trees;Coniferous forest;11
352;24.9893597118676;59.0144824166831;Trees;Mixed forest;3
353;22.3669433365635;57.6558089796624;Trees;Mixed forest;7
354;24.9959783570973;59.3435036633265;Trees;Coniferous forest;7
355;24.8778624488764;58.5577918871458;Trees;Mixed forest;7
356;22.7940399869643;58.3381220290139;Trees;Broad-leaved forest;6
357;23.8938985312698;58.8007887994679;Trees;Mixed forest;6
358;23.5308743649361;58.7927446136487;Trees;Broad-leaved forest;8
359;23.4383375273675;59.0629358159512;Trees;Coniferous forest;2
360;24.4794608054077;58.8084812799173;Trees;Coniferous forest;2
361;22.721503707751;58.8020512502106;Trees;Broad-leaved forest;22
362;27.3319392028891;58.1083300681482;Trees;Coniferous forest;4
363;26.941125277769;59.2677423756089;Trees;Broad-leaved forest;1
364;24.8682116553238;59.1503686416503;Trees;Mixed forest;3
365;25.1159722551285;58.3036240311904;Trees;Coniferous forest;2
366;23.8134220070509;59.2229093641433;Trees;Coniferous forest;3
367;25.4891949065958;58.2536385187331;Rangeland;Coniferous forest;3
368;26.0335428248992;57.6942584714988;Trees;Mixed forest;6
369;26.11537145363;57.9684598139724;Trees;Coniferous forest;6
370;27.3697539694315;59.0992781380959;Trees;Coniferous forest;10
371;25.182815056696;57.5761624149621;Trees;Broad-leaved forest;4
372;26.3300816202124;58.4634443158583;Trees;Mixed forest;4
373;25.9225444692529;58.8549779953662;Trees;Mixed forest;2
374;25.4908757590916;59.3950863337612;Trees;Coniferous forest;7
375;25.8642642180102;59.5287703225347;Trees;Mixed forest;2
376;27.1409229048385;59.3677136161802;Trees;Coniferous forest;16
377;25.6551318997904;59.0479255268814;Trees;Coniferous forest;3
378;26.4031542943895;58.5326538010132;Trees;Mixed forest;2
379;26.0620201283914;57.8553888515285;Crops;Coniferous forest;11
380;24.3235738209816;59.3675101212762;Trees;Coniferous forest;9
381;22.215808667441;57.6303125631683;Trees;Mixed forest;5
382;26.1873782149142;57.6618423161867;Trees;Coniferous forest;10
383;27.3510071064938;57.5185548009033;Trees;Mixed forest;128
384;23.6060560657311;59.0393835560522;Trees;Broad-leaved forest;7
385;24.3834406759929;57.8442246371724;Trees;Broad-leaved forest;10
386;25.4023854189865;59.1625593110369;Trees;Mixed forest;4
387;26.8128119329053;57.6226072919991;Trees;Coniferous forest;11
388;24.4493550910725;59.0902055393671;Trees;Coniferous forest;11
389;25.7048820857881;57.9048606602435;Rangeland;Coniferous forest;4
390;25.6323781687534;59.1971528812824;Crops;Coniferous forest;10
391;26.5301139737998;57.9910492732101;Rangeland;Mixed forest;11
392;22.058600079887;58.2697719274167;Rangeland;Coniferous forest;5
393;22.4126464248671;58.9136736404423;Trees;Coniferous forest;6
394;26.3737010061557;59.1884681788166;Trees;Mixed forest;3
395;24.4620524090624;57.812652172535;Trees;Broad-leaved forest;3
396;25.1725176740969;58.1673498801041;Trees;Broad-leaved forest;10
397;26.8348894894021;59.0922887758081;Trees;Broad-leaved forest;2
398;25.4821905472039;59.2169989482396;Trees;Coniferous forest;10
399;22.0850203896586;57.6064709609303;Trees;Mixed forest;10
400;27.3682927135565;58.3048204700386;Trees;Broad-leaved forest;10
401;26.361110674753;58.7970971700359;Trees;Mixed forest;3
402;25.0289371832651;57.6392122442666;Trees;Mixed forest;3
403;26.7217259986305;59.2921521871429;Rangeland;Mixed forest;2
404;25.6496361782703;59.5413504293572;Trees;Coniferous forest;5
405;26.9297206383661;59.221327694567;Trees;Coniferous forest;1
406;23.9385913376329;58.3557044759028;Trees;Mixed forest;6
407;25.8084525810467;59.3438236499931;Trees;Mixed forest;3
408;24.9977399514049;58.5233783580462;Trees;Mixed forest;3
409;25.5606523886562;59.3146064960617;Trees;Coniferous forest;2
410;24.745384494477;57.8091631080953;Trees;Broad-leaved forest;14
411;24.773427505697;59.1087958328087;Trees;Mixed forest;18
412;27.0610632789939;59.201811025122;Trees;Broad-leaved forest;1
413;26.1995164819446;58.6820135505789;Trees;Coniferous forest;3
414;25.0353882554411;58.3851019323637;Trees;Broad-leaved forest;10
415;23.7817796896932;58.3807711583648;Trees;Mixed forest;6
416;25.2250993271397;58.4643855760424;Trees;Broad-leaved forest;2
417;26.9722157866869;59.2568596356166;Trees;Coniferous forest;3
418;26.3678253324874;58.1582912765888;Trees;Coniferous forest;12
419;23.59328750352;58.8646546606945;Trees;Broad-leaved forest;15
420;27.3414092950265;57.7667464986809;Trees;Mixed forest;11
421;26.7902786148681;59.0385773771852;Trees;Mixed forest;10
422;25.7323318632059;58.8050178397982;Trees;Mixed forest;3
423;22.9712037833899;58.9005155619401;Trees;Coniferous forest;4
424;24.5685052716532;57.6535282272433;Trees;Mixed forest;7
425;27.954698618496;59.3336938483512;Trees;Broad-leaved forest;7
426;26.7523485524713;59.0896471028255;Trees;Mixed forest;2
427;25.1394901156345;58.8039531253848;Trees;Mixed forest;2
428;25.8886512511873;58.3746042137657;Trees;Mixed forest;4
429;25.9052296030085;59.2738544543923;Trees;Coniferous forest;10
430;23.585853396273;58.9212458093315;Trees;Broad-leaved forest;14
431;24.6670010738788;58.926422779622;Trees;Mixed forest;3
432;27.5880140203059;59.2415130999336;Trees;Coniferous forest;9
433;24.8523020041042;58.0033216667576;Trees;Mixed forest;2
434;25.6915076044738;57.5859147423272;Trees;Coniferous forest;5
435;27.2943001735814;59.1349850649613;Trees;Coniferous forest;4
436;27.0376026818419;59.0096348403736;Trees;Coniferous forest;3
